title,description,categories
پارس۷۹نقدی یامعاوضه,سلام.خودروی فوق مقداری رنگ دارد.حدود یکسال بیمه.تخفیف ۸سال.لاستیکها ۹۰درصد.موتوری به شرط.اتاق بدون سروصدا.خلاصه مخصوص مصرف کننده.با خودروی سمند یا پراید تا حد۱۳الی ۱۴تومان معاوضه میکنم.تخیف جزعی سر قولنامه.ضمنا برای بازدید خودرو شهرستان تربت حیدریه میباشد.ممنون از عوامل دیوار,vehicles
یک خال قلت نداره حرف نداره,نره پرشی پشت سبز,leisure-hobbies
برنج دم سیاه درجه یک..,"دم سیاه درجه یک کلات(کشت خودمون.شالیزارهای سربند کلات)
100%تضمینی...",businesses
کیسه بکس ورزشی دولایه,کیسه بوکس نو ،بدونه اینکه حتی یکبار از آن استفاده شده باشد و دولایه (برزنتی و فوم ).بسیار مقاوم در مقابل ضربات سهمگین .با تخفیف جزعی,leisure-hobbies
اسکیت,"سلام
یک جفت اسکیت،سالم وتمیز،پای معامله هم تخفیف میدهم،متشکر از مدیر سایت",leisure-hobbies
گوشی موبایل گلکسی s7 edge(بخونید),"گوشی سالم...تمیز...بدون خش...هنذفری آک....پاوربانک سامسونگ فست شارژ$NUMگیگ...۲ سیم کارت
فقط نقد",electronic-devices
فروش زغال عمده قیمت توافقی,مقداری زغال در انواع طبیعی و صنعتی موجود میباشد، به علت تغییر شغل همه ی زغال ها کلی یا بصورت نیمه عمده بفروش می رسد، با بیشترین قیمت پیشنهادی,businesses
کفش آدیداس اورجینال سایز 42 (از آلمان آورده شده ),یک جفت کفش اورجینال آدیداس به سایز 42 و وارد شده از آلمان ؛ به خریدار واقعی تخفیف داده می شود...,personal
کیف تمام چرم طبیعی نو,"سلام
این کیف نو نو
١٠٠٪‏چرم طبیعی 
اداری 
ممنون",personal
سارافان لی دخترانه آک,نو و اتکتدار مناسب یک دو سه سال..بسته به جثه بچه..فقط پیامک نوع آگهی قید شود حتما.,personal
پژو ۲۰۶ مدل ۸۲,بیمه ۶ماه تخفیف ۱سال، لاستیک پهن کره ۸۰٪، کلیه سرویسها انجام شده وتمامی سنسورها تعویض شده،رنگ مقداری جزیی کاپوت ،یک در وگلگیر شاسی ها سالم بدون ضربه،،،،باتشکر از عوامل دیوار,vehicles
یک عدد میزوصندلی تمیز,میزوصندلی درحدنو,for-the-home
یه شلوارک و دستبند,یه شلوارک جین مجلسی و یک دستبند,personal
فروشی,یخچال فریزر سامسونگ کره اصل.آبریز دار.موتور کاملا سالم.تنها ایرادش دستگیره هاش که شکسته شده,for-the-home
فروش تلویزیون سامسونگ,تلویزیون سامسونگ در حد نو,electronic-devices
سامسونگ اس فور فروش و معاوضه,"سلام گوشی سالم میباشد بدون هیچ گونه خط و خش و هرگونه ایراد دیگر,لوازمش تکمیله,سفید,تریجی,معاوضه هم با هم رده دارم,فقط اس و تلگرام جوابگوم.باتشکرازدیوار",electronic-devices
اتاق میدونی,اتاق میدونی درب گاوداری هم نداره,vehicles
انواع بافت ترک، ساق,کلیه بافتها با قیمت مناسب بفروش میرسد از مدلهای دیگر در تلگرام دیدن فرمایید مدلها در رنگهای متنوع موجود است،,personal
تعداد محدودی دستگاه های تصویه اب خانگی,دستگاها 6فیلتره.. فیلتر این دستگاها نانو میباشد به صورت 50./. تخفیف میباشد دارای 2سال گارانتی 10سال خدمات پس از فروش ... برقی این دستگاها هم موجود است.,for-the-home
پژو206 مدل84,2لکه رنگ.. بیمه تا برج12.. 6سال تخفیف بیمه.. ماشین سالم بی سر و صدا ماشین واقعا دیدنی در حد90,vehicles
تندر90 E2 پارس خودرویی مدل91,بیمه 7ماه لاستیک 95% فقط گلگیر عقب سمت شاگرد رنگ دارد بدون خط وخش فنی سالم به شرط,vehicles
دریچه های بخاری ۲۰۶,"با سلام
در حد
از روی ماشین قبلی باز کردم.
اصل.به شرط.
تعویض با طرح کربن.
لطفا تلگرام و تماس.
با تشکر",vehicles
دستگاه بافت اسکاچ و پرس,باسلام..یک عدد دستگاه چند کاره. بافت اسکاچ.لیف.ساق دست.خیلی تمیز و کم کار..ویک دستگاه پرس نو به فروش میرسد..لطفا خریدار واقعی تماس بگیره..با خریدار واقعی کنار میام..,businesses
چپ سیاه کلاغ دم,نر خوشتیپ به شرط یک ساعت پرش جلوتون سرش میدم,leisure-hobbies
نان لواش تعداد,"نان بدون جوش بی جوهر و...
اماده پذیرش سفارش",businesses
لاستیک استوکزیرقیمت.,باسلام انواع لاستیک استوک زیرقیمت مغازه قیمت هرلاستیکی روکه میگم قبلش بریدپرسجو کنیدازخریدتون پشیمون نمیشید,vehicles
دستگاه مرغ و فریزر دوقولو,دستگاه مرغ کنتاکی سالم شش سیخ 800 تومن در حال کار و فریزر دوقولو واقعا کم مصرف 650 تومن فوری فروشی,businesses
lumia 535,"بدون لوازم جانبی 
گوشی در حد اک
قیمت مقطوع",electronic-devices
پراید تمیز,بیمه تا اخر سال تمیز سالم سالم چهار حلقه لاستیک فالکون ژاپن (خلاصه اروم وسر به زیر),vehicles
آکواریوم,"آکواریوم با کمد
100*60*30",leisure-hobbies
ادیداس اصل نو استفاده نشده,سایز 35و36 دارای شناسنامه به علت سایز نبود به فروش میرسم,personal
موتورتریل 200,سلام تریل 200ccمدل90بدونه بیمه سالم شماره تماس:$NUMساعت17به بعدزنگ بزنیددرخدمتم,vehicles
گالکسی 2016 A5,باسلام.A5.نسخه۲سیم کارت.2016.رنگ گلد.در حد اک واقعی.بدون خط و خش.دارای گلس وگارد.گارانتی مرکزی.انگار دارین اک میخرین.در خدمتم.یاعلی...,electronic-devices
موبایل اپل گلد 5s,"بسیار تمیز ودارای تمامی وسایل جانبی خود گوشی. درحد نو 
لطفا فقط صبح تماس بگیرید",electronic-devices
آردی مدل 80پارس,یک یک یک همه چیزو تو عکس ببینید موتوری فنی زیر پا دزد گیر روکش صندلی زنون ضبط فلاش خور لاستیک نو بیمه ده ونیم تخفیف هشت سال بدون ضربه کولر سالم بخاری سالم شاسی سالم رینگ اسپرت,vehicles
پخش عمده النگو,پخش عمده النگو بدلیجات.النگو را بدون واسطه خرید نمایید.,businesses
پژو٢٠٦ فنی و بدنه سالم,فنی سالم و بشرط- موتور تعمیر و باز نشده تابحال،٣تیکه جلو رنگ مابقی بیرنگ -١٥سال تخفیف بیمه,vehicles
طوقی جفت,سرخ پرخال سیاه نرزردماده به ضمانت تخم وجوجه یاعلی,leisure-hobbies
پارچه تصفیه آب,مارک روبن دارای روزشمار,for-the-home
انواع لباس,شامل پیراهن- شلوار لى - مانتو - بلوز بافتنى- دامن- بارانى- پالتو- کت ودامن  نو ودرحدنو,personal
honor 4x,گوشی 3 ماهه خریداری شده یکسال هنوز گارانتی داره بدون خط و خش اندروید 6,electronic-devices
پژو۴۰۵ دوگانهCNG,مدل۸۸ دوگانه سوز. بیمه تا اخر دی. تخفیف بیمه۸سال.. تسمه تایم و دینام تازه تعویض شده. باتری اتمی کاملا نو. ظبط خوب. روکش صندلی. یه گلگیر و کاپوت تعویض. از نظر فنی کاملا سالم. مناسب مصرف کننده,vehicles
ps3 320gb,یک پلی ۳، ۳۲۰ گیگ همراه با دو دسته و تا حالا دستگاه هیچ مشکلی نداشته تخفیف هم میدم,electronic-devices
قناری ماده چشم قرمز یه دست,"تو عکس همه چیزش مشخصه
قیمت مدّ نظرتون رو تلگرام بدین
حیوون سالم و بدون ایراده 
دوتا حلقه هم پاشه و مشخصه که اصیله
لطفأ دلال تماس نگیره
با تشکر از دیوار",leisure-hobbies
کفش تمام چرم  مردانه,کفش تمام چرم مردانه مارک maximus خریداری شده از برزیل بسیار تمیز در حد نو بدلیل کوچیک بودنفوری فروشی زیر قیمت با این پول چرم ایرانیم نمیدن سایز ۴۱,personal
دوچرخه بی ام اکس  حرفه ای BMX,زنگ بزن لطفا خریداری تخفیف مشتیم میدم اگه خواستی بیا ببین یه چرخ بزن باهاش خوشت اومد ببر اگه نه خدافظ رنگشم قرمز مارک جاینت  وزنشم سبک مناسب پرش و حرکت زدن حرفه ای,leisure-hobbies
پالتو آک,"دور کمر:۲۹سانت
قد پالتو:۵۴سانت
قد استین:۳۷سانت
مناسب ۴سال
خودم ۱۰۰ خریدم
خارجی
تو آگهی قبلی۷۵ زده بودم
امروز فقط این قیمت
پاسخگو با تماس تلفنی",personal
دستگاه اره نواری( 250)دستی,سالم ساعت تماس 9 صبح تا 8 شب,businesses
تگ دزدگیر درجه یک هر عدد ۵۰۰ تومان,"با سلام 
تقریبا ۱۶۰۰ عدد تگ صدفی درجه یک در حد نو هر عدد۵۰۰ تومان میفروشم",businesses
فروش 12 عدد بدنه کابینت فلزی,"هر عدد بدنه کابینت فلزی فقط 60 هزارتومان 
که مجموع بدنه ها فقط 720 هزارتومان می باشد",businesses
درب پشت چرمی فابریک الجی جی 4 قهوه‌ای,درب پشت چرمی فابریک الجی جی 4 قهوه‌ای,electronic-devices
سرکه سیب ارگانیک ،خانگی.,این سرکه کاملا ارگانیک، وصاف شده است . درصورت خورده فروشی قیمت هر کیلو ۸۰۰۰ تومان وبالای ۵۰ کیلو توافقی$NUMالان حدود ۳۰۰ کیلو موجود است.برای مصارف خوراکی ودارویی...,businesses
شورولت s10,ماشین فنی سالم تمام رنگ به دلیل افتاب خوردگی تازه تعمیر لاستیک ۱۰۰% دزد گیر تصویری ایزیکار سیستم صوتی تصویری شیشها برقی کولر فابریک,vehicles
